record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat,passenger_id,passenger_gender,passenger_age,passenger_nationality,booking_datetime,sales_channel,payment_method,ticket_price,currency,ticket_price_usd_est,bags_total,bags_checked
9235,BA,British Airways,BA7208,BOG,BCN,12/05/2025 15:20,12/05/2025 22:13,388,ON_TIME,0,B738,ECONOMY,44B,8eaba394-27d8-4afb-84e5-6d4ab9e3f117,f,43,CO,01-29-2025 01:22 AM,WEB,TRANSFERENCIA,86.01,MXN,4.99,1,0
9236,FR,Ryanair,FR2186,LAX,MIA,03/11/2024 13:05,03/11/2024 16:45,170,DELAYED,41,A319,ECONOMY,38E,f3b10f45-9d71-4f15-b491-788ed8e5dad1,M,20,CO,30/10/2024 10:47,CALL_CENTER,PUNTOS,58.03,USD,58.03,1,0
9237,B6,JetBlue,B63033,SAP,SAL,16/02/2025 17:37,16/02/2025 21:35,226,ON_TIME,0,B739,ECONOMY,16E,d81dbc66-2319-4623-952f-df49381a5b17,M,8,SV,14/01/2025 08:05,AGENCIA,TARJETA,60.89,USD,60.89,1,0
9238,UA,United,UA3461,MEX,JFK,22/03/2024 20:17,23/03/2024 01:22,164,DELAYED,137,B737,ECONOMY,21F,5b92aec5-841b-43b0-b99e-3c501cbcd382,M,44,CR,01-20-2024 07:38 PM,CALL_CENTER,PAYPAL,129.45,USD,129.45,1,0
9239,WN,Southwest,WN3295,CUN,LAX,25/04/2024 21:22,26/04/2024 00:04,137,DIVERTED,0,B767,ECONOMY,31E,d410d7e4-126d-4c03-89c5-ace10bc67c2c,Masculino,42,CR,24/01/2024 08:10,CALL_CENTER,TARJETA,98.9,GTQ,12.66,1,0
9240,LA,LATAM,LA7329,BCN,SJO,03/08/2024 09:38,08/03/2024 14:14,286,ON_TIME,0,E190,ECONOMY,38E,26103e02-aaa9-4c59-aedd-c7c727a7fa4d,F,32,PE,10/02/2024 22:30,AEROPUERTO,TRANSFERENCIA,106.83,EUR,116.44,1,0
9241,AA,American Airlines,AA9234,BOG,JFK,12-29-2024 09:49 PM,30/12/2024 04:44,395,ON_TIME,0,B739,ECONOMY,40E,6041f11d-c53e-4019-8723-2b9e1c04de14,F,37,SV,18/09/2024 11:12,CALL_CENTER,PAYPAL,153.17,EUR,166.96,1,0
9242,B6,JetBlue,B60206,MIA,GUA,01/03/2025 01:09,03/01/2025 06:25,198,DELAYED,128,E190,BUSINESS,4A,ee26b28a-7968-450f-842f-f45fabb63da6,F,32,ES,07/11/2024 20:20,AGENCIA,TRANSFERENCIA,286.73,EUR,312.54,2,1
9243,WN,Southwest,WN7197,JFK,CUN,04/10/2025 23:36,11/04/2025 03:47,118,DELAYED,114,B738,ECONOMY,29E,7058b85f-ee2a-4eac-bb92-e04e8c92944e,F,45,ES,08/03/2025 03:08,CALL_CENTER,PUNTOS,105.36,EUR,114.84,1,0
9244,UA,United,UA8241,SJO,HAV,25/05/2024 11:03,25/05/2024 16:22,306,ON_TIME,0,B737,ECONOMY,40E,2301f667-1f96-4dbf-972e-accd0bd107f2,F,7,MX,25/04/2024 11:14,AGENCIA,PAYPAL,112.75,USD,112.75,1,0
9245,WN,Southwest,WN9562,BCN,GUA,16/05/2025 23:20,17/05/2025 04:39,310,ON_TIME,0,A321,ECONOMY,21E,7f92d789-cfc1-4fc8-be72-b67d2865f302,M,32,HN,28/02/2025 14:00,WEB,EFECTIVO,69.73,USD,69.73,2,1
9246,AA,American Airlines,AA3014,BOG,SJO,03-22-2025 03:53 AM,22/03/2025 09:47,340,ON_TIME,0,CRJ9,BUSINESS,10F,88c9b854-c13a-4865-98a2-703163c372df,M,14,SV,22/12/2024 05:08,AGENCIA,PAYPAL,178.84,USD,178.84,2,1
9247,WN,Southwest,WN6885,bcn,PTY,06-22-2024 10:59 AM,22/06/2024 17:43,399,ON_TIME,0,B739,ECONOMY,27B,5e9c75c3-f700-4fa7-b026-a6bf70f1967c,F,34,PE,08/05/2024 07:32,APP,TRANSFERENCIA,51.62,MXN,2.99,1,0
9248,BA,British Airways,BA3781,JFK,MAD,13/03/2024 03:03,03-13-2024 08:50 AM,324,ON_TIME,0,B787,PREMIUM_ECONOMY,12F,6823a049-efd1-4434-a87f-173477d24fc8,F,14,CU,14/01/2024 20:21,APP,EFECTIVO,130.37,USD,130.37,1,0
9249,BA,British Airways,BA0520,LIM,SAL,05/12/2024 17:18,12/05/2024 22:42,306,ON_TIME,0,A319,ECONOMY,41F,9b18fe10-a476-41b9-a2cc-29ed493350c6,F,45,GT,05/04/2024 06:24,WEB,EFECTIVO,87.06,GTQ,11.14,3,2
9250,LA,LATAM,LA1382,LAX,CUN,06/10/2024 01:28,10/06/2024 08:10,381,ON_TIME,0,E190,PREMIUM_ECONOMY,13D,c0032d55-8bee-45f6-b40a-ef377ec6604d,f,48,CO,10/03/2024 01:23,APP,PAYPAL,106.69,USD,106.69,1,0
9251,FR,Ryanair,FR3070,MAD,BCN,08/02/2025 07:16,08/02/2025 09:27,121,ON_TIME,0,A321,ECONOMY,35B,677f6f21-e3b1-4a58-b0b3-5e80caab91e1,F,33,CU,11-25-2024 05:35 AM,AEROPUERTO,TRANSFERENCIA,59.09,USD,59.09,1,0
9252,AA,American Airlines,AA1579,SAL,LIM,27/06/2025 23:33,28/06/2025 05:06,310,ON_TIME,0,B787,BUSINESS,6E,fa1b6cf1-3755-4865-ab54-e6f7b0727b21,F,13,CR,11/03/2025 10:11,WEB,PAYPAL,"342,96",USD,342.96,2,1
9253,BA,British Airways,BA5238,BOG,BCN,28/06/2024 16:02,06-28-2024 05:25 PM,91,DIVERTED,0,A320,BUSINESS,4D,9313f7d9-0dd2-462b-a777-a647f254c504,Masculino,48,SV,09/06/2024 21:56,CALL_CENTER,TRANSFERENCIA,110.07,USD,110.07,1,0
9254,IB,Iberia,IB7489,lax,HAV,20/01/2025 20:06,20/01/2025 23:58,173,DELAYED,42,B739,ECONOMY,27A,5023373c-d947-467d-b141-1851fa934820,M,36,MX,12-19-2024 11:09 AM,AEROPUERTO,PAYPAL,78.65,USD,78.65,2,1
9255,FR,Ryanair,FR1549,SAL,MIA,23/11/2025 21:10,11-23-2025 11:46 PM,145,ON_TIME,0,B737,ECONOMY,33E,ddf9d44b-ce07-4a50-ad1c-7da8c78e8475,F,30,US,03/09/2025 04:48,AEROPUERTO,TARJETA,70.59,USD,70.59,1,0
9256,BA,British Airways,BA4395,BOG,JFK,20/01/2024 07:01,20/01/2024 14:36,263,DELAYED,201,B737,PREMIUM_ECONOMY,14B,dfea2d08-fcce-4a4c-936e-db9b7139d456,M,38,ES,01-13-2024 08:42 AM,AEROPUERTO,PAYPAL,"146,42",USD,146.42,1,0
9257,AA,American Airlines,AA5393,GUA,LIM,13/12/2024 13:25,,,CANCELLED,,A320,ECONOMY,,1be94488-bee3-46c9-9db7-817a28551ecb,F,39,PA,23/11/2024 07:28,APP,PUNTOS,78.09,MXN,4.53,2,1
9258,LA,LATAM,LA4589,SAP,MAD,09/05/2024 05:12,09/05/2024 08:50,212,ON_TIME,0,B767,ECONOMY,43D,c2d64e54-a84a-418c-a670-d739208d5c3d,M,31,MX,28/03/2024 00:14,CALL_CENTER,EFECTIVO,"113,06",USD,113.06,1,0
9259,AM,Aeromexico,AM6622,CUN,JFK,30/04/2024 14:21,30/04/2024 16:52,152,ON_TIME,0,E190,ECONOMY,42F,48d7c7ea-c6fd-40f7-b0b2-c71b2603c057,F,40,CU,18/04/2024 21:20,WEB,PAYPAL,83.55,USD,83.55,1,0
9260,B6,JetBlue,B62753,SAL,BOG,08/02/2025 14:33,02/08/2025 19:05,282,ON_TIME,0,B787,ECONOMY,37C,5b545e59-b26e-42f2-af02-eb8ba2604261,F,33,PE,16/06/2025 08:28,WEB,PUNTOS,91.91,USD,91.91,1,0
9261,UA,United,UA7251,LIM,BCN,01/06/2025 15:00,06/01/2025 21:40,407,ON_TIME,0,B739,FIRST,3F,b7ef4859-b050-4a65-ae67-b749e2e97580,F,27,HN,05/02/2025 16:45,APP,PUNTOS,"412,64",USD,412.64,1,0
9262,B6,JetBlue,B66994,BOG,MIA,11/05/2025 18:43,,,CANCELLED,,B777,ECONOMY,,ff61342c-379e-4f24-8d99-1b37a971989f,F,20,ES,20/04/2025 14:21,AEROPUERTO,PAYPAL,70.53,MXN,4.09,2,1
9263,FR,Ryanair,FR3373,GUA,MIA,05-23-2025 04:02 PM,23/05/2025 21:45,348,ON_TIME,0,B757,ECONOMY,24D,da853238-5b22-46d7-96e4-8f9736d24321,F,41,PE,09/03/2025 10:19,WEB,PUNTOS,54.79,EUR,59.72,3,2
9264,WN,SOUTHWEST,WN3980,MIA,MAD,14/06/2024 02:30,14/06/2024 10:35,228,DELAYED,240,CRJ9,ECONOMY,29D,48b7f494-9251-4197-be17-5742c0840b9b,F,13,US,29/04/2024 06:41,APP,PUNTOS,83.27,GTQ,10.66,1,0
9265,LA,LATAM,LA3197,sal,BOG,12/12/2025 18:54,12/12/2025 23:38,276,ON_TIME,0,B739,ECONOMY,31F,4d43d2f7-78cd-4be9-833b-7433e23bc019,F,11,MX,27/11/2025 23:45,AGENCIA,TARJETA,"51,70",USD,51.7,1,0
9266,AV,Avianca,AV7677,SAL,lax,07/04/2025 12:11,04/07/2025 17:06,299,ON_TIME,0,A320,ECONOMY,25F,30dab3f6-dd09-4894-8c86-5bcb4d9b90c5,M,43,CO,26/01/2025 16:02,,TARJETA,"75,82",USD,75.82,0,0
9267,CM,Copa Airlines,CM0690,LAX,MEX,20/01/2024 00:17,20/01/2024 03:56,204,ON_TIME,0,B739,ECONOMY,37E,a75fdb43-8a19-4350-99af-271e6fddc680,F,50,MX,17/12/2023 10:36,APP,PAYPAL,53.43,USD,53.43,2,1
9268,UA,UNITED,UA9824,SAL,BCN,15/01/2024 03:57,01-15-2024 06:27 AM,142,ON_TIME,0,B739,ECONOMY,22B,a89f2865-e65e-4cd4-a984-e22d7c535be7,F,32,CO,23/12/2023 10:46,AGENCIA,PAYPAL,93.68,EUR,102.11,1,0
9269,AM,Aeromexico,AM4461,JFK,MIA,01/08/2024 16:50,08/01/2024 23:43,416,ON_TIME,0,A319,BUSINESS,9E,46214734-488b-42e9-bd46-30be96e8461c,Masculino,18,GT,27/06/2024 15:27,WEB,TARJETA,257.14,USD,257.14,2,1
9270,AM,Aeromexico,AM6197,MAD,SAL,26/07/2025 19:32,26/07/2025 21:52,142,ON_TIME,0,A320,ECONOMY,32E,8e043500-7404-4bb8-be58-7b5b0529d103,M,40,HN,03/07/2025 14:41,AEROPUERTO,PAYPAL,46.37,USD,46.37,1,0
9271,UA,United,UA1367,mex,SAL,25/01/2025 22:31,26/01/2025 05:20,397,ON_TIME,0,B767,ECONOMY,43C,40e61b97-26be-4ab1-a07e-938053d65569,Femenino,33,GT,03/11/2024 20:43,APP,EFECTIVO,"93,23",GTQ,11.93,2,1
9272,FR,Ryanair,FR9946,SAL,BCN,17/10/2024 21:29,,,CANCELLED,,A319,ECONOMY,,8babd23d-0fc7-472a-8cfa-1b95281e92a6,M,26,MX,28/09/2024 07:17,AGENCIA,PAYPAL,48.52,USD,48.52,1,0
9273,BA,British Airways,BA0079,MIA,CUN,23/06/2024 01:11,,,CANCELLED,,B738,ECONOMY,,50aede05-8ce2-481f-aae7-ddd8e3446765,F,37,SV,24/04/2024 16:42,AEROPUERTO,PUNTOS,176.61,USD,176.61,1,0
9274,CM,Copa Airlines,CM3163,MAD,SJO,25/11/2025 15:51,25/11/2025 21:35,329,ON_TIME,0,B738,BUSINESS,7C,15fdd3e0-ee4d-4de5-8404-06faddc2ceb2,F,28,HN,28/07/2025 08:53,AGENCIA,EFECTIVO,310.35,EUR,338.28,1,0
9275,WN,SOUTHWEST,WN4617,CUN,LIM,08/03/2024 04:21,08/03/2024 07:23,161,ON_TIME,0,B737,ECONOMY,28E,41acb4dc-30fb-4847-9959-29b451629815,F,24,HN,05/03/2024 12:32,WEB,TRANSFERENCIA,87.83,USD,87.83,2,1
9276,CM,COPA AIRLINES,CM6996,GUA,LIM,21/06/2024 12:58,21/06/2024 17:20,254,ON_TIME,0,E190,ECONOMY,34A,a052b811-65e5-459c-b5f7-0768d662c2a7,M,44,MX,05/08/2024 17:00,AEROPUERTO,PAYPAL,"81,21",MXN,4.71,1,0
9277,WN,SOUTHWEST,WN0350,GUA,CUN,12/11/2025 09:13,11/12/2025 10:58,97,ON_TIME,0,B767,ECONOMY,24A,0abbda9c-9281-4c57-8f91-ee5ddb278121,M,30,HN,11/09/2025 08:47,AEROPUERTO,PAYPAL,105.02,USD,105.02,1,0
9278,LA,LATAM,LA7112,HAV,CUN,18/07/2024 09:51,18/07/2024 12:22,156,ON_TIME,0,A321,ECONOMY,41B,d1b2bb13-474f-437a-85b8-00ec3524c4ae,M,58,US,06-21-2024 10:49 AM,CALL_CENTER,PUNTOS,90.49,USD,90.49,3,2
9279,B6,JetBlue,B68206,MIA,hav,23/10/2024 23:34,24/10/2024 02:03,129,ON_TIME,0,B777,ECONOMY,37F,1d9ff533-e49e-4176-9765-2e9895eeaac2,F,27,ES,15/10/2024 02:44,AEROPUERTO,EFECTIVO,76.22,USD,76.22,1,0
9280,BA,British Airways,BA7564,HAV,LIM,03/10/2025 18:36,03/10/2025 21:12,133,ON_TIME,0,A319,ECONOMY,39D,e0b2f0e1-1911-4ebd-9279-dc70854654d4,F,66,SV,02/04/2025 04:12,APP,TRANSFERENCIA,85.39,USD,85.39,0,0
9281,BA,British Airways,BA6173,SJO,CUN,28/06/2024 05:58,28/06/2024 07:27,70,DIVERTED,0,B739,PREMIUM_ECONOMY,13F,769d4223-212a-4aea-b387-b80e624d519d,M,26,SV,06/04/2024 01:39,AEROPUERTO,PAYPAL,73.66,MXN,4.27,2,1
9282,CM,Copa Airlines,CM6464,BOG,mex,04/02/2025 21:48,03/04/2025 03:19,317,ON_TIME,0,A321,ECONOMY,23A,08f86132-468e-48f5-a731-4abc9d5d6b26,M,10,HN,24/01/2025 05:44,AEROPUERTO,PAYPAL,92.5,USD,92.5,1,0
9283,AV,Avianca,AV3380,SAP,BOG,09-16-2024 08:47 AM,16/09/2024 15:55,412,ON_TIME,0,A321,ECONOMY,44D,a6921133-edff-40cd-9e67-6b8e3ea9b9b8,F,42,CO,26/06/2024 04:43,WEB,PUNTOS,70.89,USD,70.89,1,0
9284,AA,American Airlines,AA4137,GUA,SAP,18/09/2025 18:27,09-18-2025 11:03 PM,197,DELAYED,74,A321,ECONOMY,43D,1ca8a3cc-49c2-407b-b31c-94cf1ff3524c,F,33,MX,19/08/2025 06:32,APP,EFECTIVO,54.07,USD,54.07,1,0
9285,AM,Aeromexico,AM7399,SJO,MEX,03-31-2024 11:43 PM,04/01/2024 06:18,383,ON_TIME,0,B738,ECONOMY,44E,818276f1-90ff-4bdb-b8dd-7db4ba799125,M,35,SV,06/02/2024 10:42,AGENCIA,TARJETA,96.4,USD,96.4,1,0
9286,IB,IBERIA,IB2245,JFK,HAV,21/11/2025 21:01,21/11/2025 22:27,69,ON_TIME,0,B757,ECONOMY,39B,b3eadf79-4538-49d3-a2e3-991cc01d1646,F,27,ES,17/10/2025 12:00,AEROPUERTO,EFECTIVO,147.18,EUR,160.43,2,1
9287,AA,American Airlines,AA6477,BCN,bog,26/01/2025 16:44,01-26-2025 08:13 PM,192,ON_TIME,0,CRJ9,ECONOMY,25B,4d117927-445a-442e-b224-f20f31075047,F,23,CU,01/10/2024 04:52,APP,TARJETA,89.95,USD,89.95,1,0
9288,AV,AVIANCA,AV0519,CUN,GUA,21/10/2024 21:20,22/10/2024 03:52,383,DIVERTED,0,B737,BUSINESS,6B,78696e56-2647-4c41-8f87-24bc1278b7d9,F,45,CU,26/06/2024 21:34,APP,TRANSFERENCIA,174.42,USD,174.42,1,0
9289,IB,Iberia,IB8589,BCN,PTY,09/05/2025 03:57,09/05/2025 10:37,403,ON_TIME,0,B738,ECONOMY,35A,e210ee90-7750-4bcd-ab03-0e7ec36d22eb,Femenino,31,ES,03-27-2025 02:33 AM,APP,TARJETA,49.4,USD,49.4,1,0
9290,FR,Ryanair,FR0576,MAD,PTY,20/11/2025 11:41,20/11/2025 14:28,149,ON_TIME,0,CRJ9,ECONOMY,30A,01dd5661-4bb7-4084-917e-6748491e8a70,F,51,CR,09/10/2025 00:15,AGENCIA,TRANSFERENCIA,76.75,USD,76.75,0,0
9291,LA,LATAM,LA6531,jfk,SJO,10/12/2025 01:31,10/12/2025 04:59,169,DELAYED,33,B787,ECONOMY,44D,a2ef7d9f-d828-4d59-a0fb-2d92f7472922,F,40,CR,04/09/2025 13:06,AGENCIA,TRANSFERENCIA,103.07,USD,103.07,2,1
9292,FR,Ryanair,FR6154,HAV,PTY,28/07/2024 01:29,28/07/2024 03:45,132,ON_TIME,0,B757,ECONOMY,35D,87a85ef4-aa32-4e53-a750-ddb3601eae3b,F,25,CR,24/07/2024 19:33,APP,PUNTOS,76.01,MXN,4.41,1,0
9293,LA,LATAM,LA4160,MAD,MEX,09/04/2024 19:01,04/09/2024 20:11,68,ON_TIME,0,B767,PREMIUM_ECONOMY,14E,300d8a5c-47c5-4dcf-afa6-e41dc27ce0f5,Femenino,51,GT,12-30-2023 06:33 AM,AGENCIA,PAYPAL,74.37,MXN,4.31,2,1
9294,AM,Aeromexico,AM5210,PTY,BOG,19/07/2025 08:48,07-19-2025 10:53 AM,128,ON_TIME,0,A320,ECONOMY,21F,a68e90da-40d9-41f3-b4c3-16704b1a506e,M,61,CU,22/06/2025 18:10,APP,TRANSFERENCIA,62.76,USD,62.76,1,0
9295,DL,Delta,DL5419,PTY,cun,16/11/2025 09:42,11-16-2025 01:28 PM,210,ON_TIME,0,A320,BUSINESS,4F,b77c4320-1c42-47a2-8c77-661af1dcdfae,M,18,ES,09-20-2025 08:55 PM,AGENCIA,PUNTOS,187.68,MXN,10.89,0,0
9296,WN,Southwest,WN0613,PTY,BOG,08/11/2025 19:37,,,CANCELLED,,B737,ECONOMY,,116db2ea-5954-4617-b776-51e0f51ffce8,M,62,PA,06/08/2025 00:08,CALL_CENTER,PUNTOS,41.73,EUR,45.49,3,2
9297,CM,COPA AIRLINES,CM3912,BOG,LAX,07/04/2025 13:11,07/04/2025 17:11,222,ON_TIME,0,B737,ECONOMY,31E,b87a9198-fa95-4322-93bd-0022ea901113,M,32,SV,02-26-2025 06:07 AM,CALL_CENTER,PAYPAL,96.23,GTQ,12.32,1,0
9298,DL,Delta,DL0499,MAD,BCN,05/05/2025 17:47,05/05/2025 20:27,152,ON_TIME,0,A320,ECONOMY,30E,b856abb4-5f22-4f20-b8cc-b6b9f490b4b7,F,34,CR,27/03/2025 18:18,AEROPUERTO,TRANSFERENCIA,"93,10",USD,93.1,1,0
9299,B6,JetBlue,B65157,SAP,SJO,22/02/2024 09:59,22/02/2024 12:25,122,ON_TIME,0,B739,BUSINESS,4B,7d18b421-b3f4-4168-bbd0-edf8c2ddccfa,m,24,SV,12/03/2023 05:37,WEB,PAYPAL,145.27,MXN,8.43,0,0
9300,DL,Delta,DL6427,BOG,HAV,15/10/2025 05:57,15/10/2025 11:39,242,DELAYED,101,B737,ECONOMY,40C,302591a5-b4f1-44c5-a456-09f89f45b6be,M,32,ES,07-23-2025 06:35 PM,AGENCIA,EFECTIVO,54.85,GTQ,7.02,1,0
9301,LA,LATAM,LA2353,MEX,MIA,10/05/2024 01:51,10/05/2024 07:07,324,ON_TIME,0,B739,FIRST,3B,b964dbef-a780-4f29-b186-0ff13a95ce4b,Femenino,33,MX,07/07/2024 15:40,AGENCIA,TRANSFERENCIA,270.14,USD,270.14,1,0
9302,LA,LATAM,LA4870,BOG,JFK,14/11/2025 19:43,15/11/2025 00:00,235,ON_TIME,0,B739,ECONOMY,28D,65d191f1-c68c-457b-bee2-b54fa742403b,F,27,CO,30/07/2025 14:46,AEROPUERTO,EFECTIVO,91.12,USD,91.12,1,0
9303,IB,Iberia,IB5521,LAX,SAP,02/04/2025 21:25,03/04/2025 00:26,157,ON_TIME,0,B757,PREMIUM_ECONOMY,11D,e279b744-7a0c-4fba-a964-f450fccbc7f1,F,10,ES,14/02/2025 19:54,AGENCIA,PAYPAL,101.48,EUR,110.61,0,0
9304,AM,Aeromexico,AM5411,GUA,MIA,01-20-2024 11:28 PM,21/01/2024 06:52,330,DELAYED,91,B777,ECONOMY,45A,6e49641c-9d62-49e3-87d7-dd55f1494ea7,M,64,HN,04/10/2023 04:55,AEROPUERTO,EFECTIVO,55.69,USD,55.69,0,0
9305,DL,Delta,DL9592,SJO,MAD,07/10/2025 08:26,07/10/2025 11:59,193,ON_TIME,0,B777,ECONOMY,27E,71ea4ac1-79e2-4851-add4-051daaa8f0b3,M,50,MX,11/06/2025 09:34,AEROPUERTO,TRANSFERENCIA,83.02,USD,83.02,1,0
9306,WN,SOUTHWEST,WN5529,PTY,HAV,10/01/2024 06:47,10/01/2024 08:26,95,ON_TIME,0,E190,ECONOMY,32A,71a10db3-f58a-40d9-a395-f6030d29a86d,F,26,CR,14/09/2023 14:59,AGENCIA,EFECTIVO,51.3,USD,51.3,0,0
9307,UA,United,UA6328,LIM,MEX,08/08/2025 00:33,08/08/2025 06:30,352,ON_TIME,0,B777,ECONOMY,23E,5272f6ef-342f-4cac-a4fe-5415e9e751a7,M,35,PE,04/06/2025 01:21,CALL_CENTER,TRANSFERENCIA,135.46,GTQ,17.34,3,2
9308,AM,Aeromexico,AM0073,HAV,MIA,07/06/2024 04:59,07/06/2024 06:52,119,ON_TIME,0,B738,ECONOMY,40F,240658a8-ea3a-4295-8543-d65a99b3357e,M,28,HN,03/05/2024 13:37,AGENCIA,PAYPAL,79.18,USD,79.18,2,1
9309,AA,American Airlines,AA5111,LAX,SAP,10/07/2024 08:03,07/10/2024 12:19,243,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,13C,8871526f-044c-4ada-a180-d6f25a29152a,F,47,MX,16/05/2024 13:26,CALL_CENTER,TRANSFERENCIA,123.89,USD,123.89,1,0
9310,WN,Southwest,WN6846,BOG,MIA,16/06/2024 00:50,16/06/2024 05:29,265,ON_TIME,0,E190,ECONOMY,21A,f7d4beeb-9fb2-4e4a-a971-d335a1951753,X,13,PE,03/04/2024 17:16,CALL_CENTER,PAYPAL,84.32,MXN,4.89,0,0
9311,AM,Aeromexico,AM5179,MEX,bog,21/08/2025 18:17,21/08/2025 21:51,200,ON_TIME,0,CRJ9,ECONOMY,44D,f29797ed-3d0b-41ae-99df-3ba5605a1551,F,53,ES,18/07/2025 23:59,AEROPUERTO,EFECTIVO,"80,40",USD,80.4,1,0
9312,BA,British Airways,BA3319,LAX,JFK,02/01/2025 04:35,01/02/2025 09:35,303,ON_TIME,0,B737,ECONOMY,36A,af90adcc-4df0-48a3-b077-4b83271d06a4,F,0,CO,15/10/2024 05:17,AEROPUERTO,EFECTIVO,93.31,GTQ,11.94,2,1
9313,LA,LATAM,LA7320,MAD,SJO,23/09/2024 23:56,24/09/2024 05:10,312,ON_TIME,0,A319,ECONOMY,16E,d2489a63-2469-41d5-8ac5-a9fd4fb88950,F,31,SV,08-22-2024 04:36 PM,CALL_CENTER,TARJETA,42.94,USD,42.94,3,2
9314,DL,Delta,DL6120,MIA,BCN,02/02/2025 04:30,02/02/2025 07:06,134,ON_TIME,0,B737,ECONOMY,30A,2e4e3839-fce3-4410-8782-b4e5c4b3234f,F,12,MX,27/10/2024 00:25,AGENCIA,TRANSFERENCIA,"114,58",USD,114.58,2,1
9315,IB,Iberia,IB8391,BCN,CUN,08-15-2025 01:50 AM,15/08/2025 08:23,373,ON_TIME,0,B739,ECONOMY,41A,abc5f9e8-a82e-4e1a-a2c1-ad968d0d8bd3,M,24,GT,25/06/2025 11:28,CALL_CENTER,PAYPAL,59.29,MXN,3.44,1,0
9316,CM,Copa Airlines,CM0719,SJO,BCN,23/02/2025 12:18,23/02/2025 19:32,201,DELAYED,209,B737,PREMIUM_ECONOMY,15D,982bf0bc-3921-4c05-8e36-e7bf3ee49dc5,Femenino,33,HN,21/11/2024 09:17,AGENCIA,EFECTIVO,87.76,USD,87.76,1,0
9317,AM,Aeromexico,AM7251,HAV,MEX,18/02/2025 18:50,18/02/2025 20:43,102,ON_TIME,0,B767,PREMIUM_ECONOMY,11C,ef7f93b2-39ad-4d96-8326-62366caadaad,M,35,CR,23/01/2025 04:11,APP,TRANSFERENCIA,102.42,USD,102.42,1,0
9318,LA,LATAM,LA0317,JFK,hav,09/03/2025 23:44,10/03/2025 02:25,141,ON_TIME,0,B767,ECONOMY,30E,9fc0824a-0e68-41b7-9207-d2e71a1534fa,F,18,MX,01/10/2025 04:52,APP,PUNTOS,68.11,MXN,3.95,2,1
9319,AM,Aeromexico,AM8199,LIM,CUN,04-27-2025 07:45 PM,28/04/2025 02:52,415,ON_TIME,0,B787,ECONOMY,19B,7e9b68fc-7815-4519-b55a-19350ef076f4,M,39,MX,02/03/2025 02:19,AEROPUERTO,PAYPAL,82.65,USD,82.65,1,0
9320,AM,AEROMEXICO,AM5446,MEX,SAL,04-28-2025 07:00 PM,28/04/2025 21:31,152,ON_TIME,0,E190,ECONOMY,24C,08317d0b-d6fc-432a-ab52-d18cbba2cd6c,X,32,GT,03-24-2025 07:54 AM,APP,TRANSFERENCIA,160.47,GTQ,20.54,1,0
9321,FR,Ryanair,FR4932,CUN,BOG,09/05/2024 00:00,09/05/2024 01:46,106,ON_TIME,0,A321,ECONOMY,23F,e8daf35d-b7b8-4f42-a852-d1b1e7be224f,M,43,GT,15/01/2024 22:56,CALL_CENTER,TRANSFERENCIA,109.77,EUR,119.65,3,2
9322,UA,United,UA5197,HAV,SAL,14/08/2025 06:52,14/08/2025 12:23,316,ON_TIME,0,CRJ9,ECONOMY,16B,028b3164-546f-4f16-b134-5ea8f3a81875,M,31,CO,18/07/2025 00:45,WEB,PUNTOS,87.97,USD,87.97,2,1
9323,UA,United,UA2368,LIM,GUA,29/11/2024 17:37,29/11/2024 19:59,123,ON_TIME,0,B787,BUSINESS,10F,c870713f-5cf4-4ce3-945f-c244764a2f20,F,28,CU,21/09/2024 22:17,APP,PUNTOS,235.25,USD,235.25,2,1
9324,CM,Copa Airlines,CM3646,GUA,PTY,05/08/2024 22:55,08/06/2024 02:13,180,ON_TIME,0,A321,BUSINESS,4D,9f53ec91-f480-4acd-bbe5-cf0daa6ed411,M,32,CO,01/06/2024 05:29,AGENCIA,EFECTIVO,193.69,USD,193.69,2,1
9325,AA,AMERICAN AIRLINES,AA7962,BOG,MEX,07-29-2024 02:36 PM,29/07/2024 17:40,191,ON_TIME,0,E190,ECONOMY,25D,d39fe17d-a4eb-418e-98ca-951720745d16,Masculino,36,CR,21/05/2024 05:48,AEROPUERTO,TRANSFERENCIA,80.93,USD,80.93,1,0
9326,IB,Iberia,IB1508,HAV,LIM,07/12/2025 08:11,12/07/2025 09:27,74,ON_TIME,0,B777,ECONOMY,44C,784eed67-52ca-4ebe-abfb-46c94652cac1,F,72,,21/04/2025 09:00,AEROPUERTO,PAYPAL,64.5,USD,64.5,1,0
9327,AM,Aeromexico,AM8191,CUN,BOG,01-29-2025 01:23 AM,29/01/2025 07:08,220,DELAYED,126,A319,ECONOMY,21D,7f2473c7-47ac-444e-96bf-bb4562448f82,F,25,GT,29/11/2024 15:36,APP,TARJETA,103.85,MXN,6.02,1,0
9328,CM,Copa Airlines,CM2873,SJO,JFK,10-16-2025 10:42 PM,17/10/2025 07:05,336,DELAYED,176,B767,ECONOMY,36C,5fe254ce-ee6a-4eff-8079-f865b53666d5,M,26,US,18/08/2025 04:10,AGENCIA,PAYPAL,73.55,USD,73.55,1,0
